category,city,resources/contact,resources/descriptionandorserviceprovided,resources/nameoftheorganisation,resources/phonenumber,resources/state
Free Food,Delhi,"http://www.google.com/maps/place/28.6731886,77.1689416","Delhi Hunger Relief Centres (Govt. Of Delhi) Inder Lok-SKV,74 - Inderlok Colony,Sadar Bazar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6294226,77.1443044","Delhi Hunger Relief Centres (Govt. Of Delhi) Inderpuri,Budh Nagar,F- Block- SKV,152 - Naraina,Rajinder Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.66641,77.2105","Delhi Hunger Relief Centres (Govt. Of Delhi) Ist Floor community Hall Sarai Phoosh,Deputy Ganj,Timarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7086258,77.2613311","Delhi Hunger Relief Centres (Govt. Of Delhi) J.B.Model Public School,1/16,E-Block,Khajoori Khas Colony,Delhi-94,Karawal Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5940277,76.9175788","Delhi Hunger Relief Centres (Govt. Of Delhi) Jaffarpur Kalan-S(Co-ed)V,140 - Khaira,Najafgarh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6833764,77.273831","Delhi Hunger Relief Centres (Govt. Of Delhi) Jafrabad- SBV,249 - Chauhan Bangar,Seelampur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6834223,77.2736469","Delhi Hunger Relief Centres (Govt. Of Delhi) Jafrabad,Zeenat Mahal(Urdu Medium)-SKV,249 - Chauhan Bangar,Seelampur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.741946,77.209445","Delhi Hunger Relief Centres (Govt. Of Delhi) JAGATPUR - GBSS,8 - Jharoda,Burari",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.65195,77.23612","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid ( iii ) Family,Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.65195,77.23601","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid (ii) Male,Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.65188,77.23592","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid,Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.65042,77.23614","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid-1,Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.65204,77.2359","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid-5,Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.65066,77.23621","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid-IV,Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.652065,77.236023","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid,Meena Bazar (Tent-1),Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.56638,77.20787","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid,Meena Bazar (Tent-2),NDMC-Charge No.7,New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.652624,77.2340904","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid,No.2-GBSS,79 - Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.652016,77.235976","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid,Urdu Park-1,Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.65048,77.23652","Delhi Hunger Relief Centres (Govt. Of Delhi) Jama Masjid,Urdu Park-2,Jama Masjid,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6258917,77.0735909","Delhi Hunger Relief Centres (Govt. Of Delhi) Janakpuri,Block A-GBSSS,117 - Janakpuri (West),Janakpuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6235414,77.0738148","Delhi Hunger Relief Centres (Govt. Of Delhi) Janakpuri,Block A-SKV,117 - Janakpuri (West),Janakpuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6173951,77.0804234","Delhi Hunger Relief Centres (Govt. Of Delhi) Janakpuri,Block C,No.1-GBSSS,118 - Janakpuri (South),Janakpuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6214181,77.0921865","Delhi Hunger Relief Centres (Govt. Of Delhi) Janakpuri,Block C,No.2-SBV,118 - Janakpuri (South),Janakpuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5834411,77.2420104","Delhi Hunger Relief Centres (Govt. Of Delhi) Jangpura-GBSSS,157 - Kasturba Nagar,Kasturba Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5478338,77.2884527","Delhi Hunger Relief Centres (Govt. Of Delhi) Jasola Opposite Church,Okhla,Okhla",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5455422,77.296128","Delhi Hunger Relief Centres (Govt. Of Delhi) Jasola Village,GBSSS,208 - Sarita Vihar,Okhla",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6455042,77.1999543","Delhi Hunger Relief Centres (Govt. Of Delhi) Jhandewalan,Plot 6-SBV (Asharfi Devi),91 - Karol Bagh,Karol Bagh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7139069,77.284745","Delhi Hunger Relief Centres (Govt. Of Delhi) Joharipur-G(Co-ed)MS,261 - Jiwan Pur,Gokalpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.67322,77.20922","Delhi Hunger Relief Centres (Govt. Of Delhi) Kabir Basti Malka Ganj.,Malka Ganj,Timarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.672479,77.207468","Delhi Hunger Relief Centres (Govt. Of Delhi) Kabir Basti near Subzi Mandi Police Station (Women),Timarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.67719,77.28941","Delhi Hunger Relief Centres (Govt. Of Delhi) Kabool Nagar Shahdra,Ram Nagar,Rohtas Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6119157,77.0237533","Delhi Hunger Relief Centres (Govt. Of Delhi) Kakrola-GGSSS,135 - Kakrola,Matiala",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6119028,77.0237539","Delhi Hunger Relief Centres (Govt. Of Delhi) Kakrola-SV,135 - Kakrola,Matiala",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.69736,77.11465","Delhi Hunger Relief Centres (Govt. Of Delhi) Kali Mandir,Sec-3,Rohini,Saraswati Vihar,Shakur Basti",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.69754,77.11462","Delhi Hunger Relief Centres (Govt. Of Delhi) Kali Mandir,Sector - 3 Rohini for Men,Saraswati Vihar,Shakur Basti",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.55084,77.25839","Delhi Hunger Relief Centres (Govt. Of Delhi) Kalkaji Mandir,Kalkaji,Kalkaji",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5334926,77.2568578","Delhi Hunger Relief Centres (Govt. Of Delhi) Kalkaji,DDA Flats,Phase II-GBSSS,190 - Chhitranjan Park,Greater Kailash",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5454447,77.2499755","Delhi Hunger Relief Centres (Govt. Of Delhi) Kalkaji,No.1-SKV (Veer Savarkar),194 - East of Kailash,Kalkaji",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7319395,77.0401798","Delhi Hunger Relief Centres (Govt. Of Delhi) Karala-GBSSS,29 - Karala,Mundka",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6640518,77.1455892","Delhi Hunger Relief Centres (Govt. Of Delhi) Karampura,Industrial Area-G(Co-ed)SSS,100 - Karam Pura,Moti Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6455246,77.1983348","Delhi Hunger Relief Centres (Govt. Of Delhi) Karol Bagh,Link Road,Plot No.1-RPVV,91 - Karol Bagh,Karol Bagh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6566945,77.191565","Delhi Hunger Relief Centres (Govt. Of Delhi) Karol Bagh,Ramjas Lane- GBSSS,91 - Karol Bagh,Karol Bagh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.66986,77.30119","Delhi Hunger Relief Centres (Govt. Of Delhi) Kasturba Nagar Shahdara Near Cremation Ground,Anand Vihar,Rohtas Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.67027,77.20089","Delhi Hunger Relief Centres (Govt. Of Delhi) Katra Maula Bux,Roshanara Road.,Malka Ganj,Sadar Bazar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.71139,77.16805","Delhi Hunger Relief Centres (Govt. Of Delhi) Kela Godown,Azadpur opp Fortis hospital Shalimar Bagh,Shalimar Bagh (North),Adarsh Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6165847,77.1355316","Delhi Hunger Relief Centres (Govt. Of Delhi) Kendriya Vidyalaya No. 3,Delhi Cantt.,Delhi Cantt",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6853915,77.160034","Delhi Hunger Relief Centres (Govt. Of Delhi) Keshavpuram,No.1-GBSSS,67 - Wazirpur,Wazirpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6009767,76.9756452","Delhi Hunger Relief Centres (Govt. Of Delhi) Khaira-GBSSS,140 - Khaira,Najafgarh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7109538,77.2580435","Delhi Hunger Relief Centres (Govt. Of Delhi) Khajoori Khas-GBSSS,269 - Khazoori Khas,Karawal Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.66846,77.2029","Delhi Hunger Relief Centres (Govt. Of Delhi) Kharian Mohalla,Roshanara Road.,Malka Ganj,Sadar Bazar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.61539,77.11572","Delhi Hunger Relief Centres (Govt. Of Delhi) Khazan Basti Maya Puri,Nangal Rai,Hari Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6562035,77.1039162","Delhi Hunger Relief Centres (Govt. Of Delhi) Khyala,No.2-GBSSS,108 - Khyala West,Rajouri Garden",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6561431,77.1039792","Delhi Hunger Relief Centres (Govt. Of Delhi) Khyala,No.2-SKV,108 - Khyala West,Rajouri Garden",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.57724,77.26316","Delhi Hunger Relief Centres (Govt. Of Delhi) Kilokari Village near circle office,Ring Road,Bhogal,Jangpura",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6551498,77.2301743","Delhi Hunger Relief Centres (Govt. Of Delhi) Kinari Bazar,Gali Barf Wali-GGSSS,80 - Chandni Chawk,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6338211,77.2432363","Delhi Hunger Relief Centres (Govt. Of Delhi) Kotla Firozshah-G(Co-ed)MS,153 - Darya Ganj,Jangpura",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.57487,77.22382","Delhi Hunger Relief Centres (Govt. Of Delhi) Kotla Mubarakpur,Ground Floor,De-addiction (Men),NDMC-Charge No.5,Kasturba Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.67001,77.2332","Delhi Hunger Relief Centres (Govt. Of Delhi) Kudesia Ghat near NDPL,Yamuna Pushta,Kashmere Gate,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.67123,77.23254","Delhi Hunger Relief Centres (Govt. Of Delhi) Kudsia Ghat No.1,Yamuna Pushta,Kashmere Gate,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.664453,77.0439728","Delhi Hunger Relief Centres (Govt. Of Delhi) Kunwar Singh Nagar,Ranhaula- G(Co-ed)SSS,121 - Kanwar Singh Nagar,Vikaspuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.66921,77.19044","Delhi Hunger Relief Centres (Govt. Of Delhi) L-Block,Pratap Nagar,Near Shastri Nagar,Kishan Ganj,Sadar Bazar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.65771,77.2181","Delhi Hunger Relief Centres (Govt. Of Delhi) Lahori Gate,Eidgah Road,Sadar Bazar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.576247,77.2399928","Delhi Hunger Relief Centres (Govt. Of Delhi) LAJPAT NAGAR GOVT.(CO.ED)S.S.S,155 - Lajpat Nagar,Jangpura",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.618,77.31329","Delhi Hunger Relief Centres (Govt. Of Delhi) Lal Bahadur Shastri Hospital,Khichripur,Mayur Vihar Phase-II,Patparganj",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6505245,77.224923","Delhi Hunger Relief Centres (Govt. Of Delhi) Lal Kuan,Zeenat Mahal,No.2-SKV,82 - Kuccha Pandit,Ballimaran",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.64309,77.26917","Delhi Hunger Relief Centres (Govt. Of Delhi) Lalita Park near Flyover DM Office East,Pusta Road,Geeta Colony,Krishna Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5768956,77.2071786","Delhi Hunger Relief Centres (Govt. Of Delhi) Laxmi Bai Nagar(Co-Ed)-SSS,907 - NDMC-Charge No.7,New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.629,77.27561","Delhi Hunger Relief Centres (Govt. Of Delhi) Laxmi Nagar near Metro Station,Shakar Pur,Laxmi Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.56274,77.25122","Delhi Hunger Relief Centres (Govt. Of Delhi) Leprosy colony Siriniwaspuri (3 Nos Cabins),Sri Niwas Puri,Kasturba Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7490106,77.1431287","Delhi Hunger Relief Centres (Govt. Of Delhi) Libaspur-GBSSS,19-Sarup Nagar,Badli",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.58953,77.22767","Delhi Hunger Relief Centres (Govt. Of Delhi) Lodhi Road near Indian Social Institute,NDMC-Charge No.5,New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7037167,77.290817","Delhi Hunger Relief Centres (Govt. Of Delhi) Loni Road,East Gokul Pur,Govt. Boys Sr.Sec.School,262 - Gokalpur,Gokalpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.703947,77.2906477","Delhi Hunger Relief Centres (Govt. Of Delhi) LONI ROAD,EAST GOKULPUR,GGSSS,262 - Gokalpur,Gokalpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5310819,77.3099243","Delhi Hunger Relief Centres (Govt. Of Delhi) Madanpur Khadar Extn. J.J.Colony GGSSS,207 - Madanpur Khadar,Okhla",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.530279,77.288091","Delhi Hunger Relief Centres (Govt. Of Delhi) Madanpur Khadar- GGSSS,207 - Madanpur Khadar,Okhla",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.704574,77.130588","Delhi Hunger Relief Centres (Govt. Of Delhi) Madhuban Chowk near DDA Office,Saraswati Vihar,Shalimar Bagh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.66762,77.11952","Delhi Hunger Relief Centres (Govt. Of Delhi) Madipur Sajjan Park,Madipur,Madipur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6679617,77.113877","Delhi Hunger Relief Centres (Govt. Of Delhi) Madipur,No.1-SBV,104 - Madipur,Madipur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7015692,77.2266427","Delhi Hunger Relief Centres (Govt. Of Delhi) Magazine Road-SKV,78 - Majnoo Ka Tilla,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5927258,77.0818003","Delhi Hunger Relief Centres (Govt. Of Delhi) Mahavir Enclave-G(Co-ed)SS,130 - Manglapuri,Dwarka",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5451591,77.1263591","Delhi Hunger Relief Centres (Govt. Of Delhi) Mahipal Pur- Amar Shaheed Major Sehrawat SKV,144 - Mahipal Pur,Bijwasan",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5449405,77.1266591","Delhi Hunger Relief Centres (Govt. Of Delhi) Mahipal Pur-GBSSS,144 - Mahipal Pur,Bijwasan",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.69819,77.22417","Delhi Hunger Relief Centres (Govt. Of Delhi) Majnu ka Tilla,Majnoo Ka Tilla,Timarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6773397,77.20725","Delhi Hunger Relief Centres (Govt. Of Delhi) Malka Ganj-SKV,9 - Malka Ganj,Timarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7056996,77.310698","Delhi Hunger Relief Centres (Govt. Of Delhi) Mandoli-SKV,264 - Harsh Vihar,Gokalpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6936788,77.0986949","Delhi Hunger Relief Centres (Govt. Of Delhi) Mangolpur Kalan-G(co-ed)sss,47 - Mangolpuri,Mangol puri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6928557,77.0832681","Delhi Hunger Relief Centres (Govt. Of Delhi) Mangolpuri,Block K-SBV,47 - Mangolpuri,Mangol puri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6926091,77.0874047","Delhi Hunger Relief Centres (Govt. Of Delhi) Mangolpuri,Block O- SBV,47 - Mangolpuri,Mangol puri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6934476,77.0871548","Delhi Hunger Relief Centres (Govt. Of Delhi) Mangolpuri,Block P- SBV,46 - Mangolpuri East,Mangol puri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6917334,77.0906223","Delhi Hunger Relief Centres (Govt. Of Delhi) Mangolpuri,Block R-SBV,48 - Mangolpuri West,Mangol puri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6978395,77.0911327","Delhi Hunger Relief Centres (Govt. Of Delhi) Mangolpuri,Block Y- SBV,38 - Mangolpuri North,Sultanpur Majra",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6963602,77.0953883","Delhi Hunger Relief Centres (Govt. Of Delhi) Mangolpuri,Plot II,Kamdhenu- SBV,46 - Mangolpuri East,Mangol puri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.67477,77.29815","Delhi Hunger Relief Centres (Govt. Of Delhi) Mansarover Park-1,Lal Bagh,Ram Nagar,Rohtas Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.67488,77.2983","Delhi Hunger Relief Centres (Govt. Of Delhi) Mansrover Park-2,Lal Bagh,Ram Nagar,Rohtas Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,,"Delhi Hunger Relief Centres (Govt. Of Delhi) Matiala GBSSS -400,Matiala",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.613345,77.0462342","Delhi Hunger Relief Centres (Govt. Of Delhi) Matiala-SBV,136 - Matiala,Matiala",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.723136,77.274303","Delhi Hunger Relief Centres (Govt. Of Delhi) MAYUR PUBLIC SCHOOL,Rama Garden K Nagar Delhi-110094,Karawal Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6531727,77.056263","Delhi Hunger Relief Centres (Govt. Of Delhi) MC Primary School,Nilothi,Mundka",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.646649,77.026658","Delhi Hunger Relief Centres (Govt. Of Delhi) MC Primary School,Tilangpur Kotla,Vikaspuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.518375,77.309239","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Aali Village,P.O. Sarita Vihar,New Delhi,207 - Madanpur Khadar,Okhla",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4720443,77.1329417","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Aya Nagar,New Delhi,175 - Aaya Nagar,Chhatarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6273871,77.0981294","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - B.E.Block Hari Nagar New Delhi,111 - Hari Nagar,Hari Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"https://www.google.com/maps/dir//28.6496793,77.2117848/@28.6497096,77.1417276,12z","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Chanderpuri (Chand Bag),Delhi,270 - Tukhmirpur,Karawal Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4903838,77.1397229","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Ghitorni,New Delhi,174 - Chhattarpur,Chhatarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5841466,77.2553008","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Giri Nagar,New Delhi,196 - Kalkaji,Kalkaji",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4995317,77.2398357","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - I-Block,Sangam Vihar New Delhi,187 - Sangam Vihar (Central),Sangam Vihar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7301138,77.1610985","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Jahangir Puri D Block,Delhi,21-Jahangir Puri,Adarsh Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6786481,77.0517004","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Kamrudin Nagar Nangloi Delhi,32 - Nilothi,Mundka",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5027847,77.2836585","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - MB Road Lal Kuan New Delhi,198 - Prahladpur,Tughlakabad",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6074452,77.1111565","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Nangal Rai New Delhi,110 - Nangal Rai,Hari Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5033009,77.200507","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Neb Sarai,New Delhi,173 - Said-ul-Ajaib,Chhatarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.536167,77.0911309","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Rangpuri New Delhi,144 - Mahipal Pur,Bijwasan",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4995317,77.2398357","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Sangam Vihar- K-2 Block,New Delhi,177 - Sangam Vihar,Deoli",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4995317,77.2398357","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Sangam Vihar- L Block,New Delhi,177 - Sangam Vihar,Deoli",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4995317,77.2398357","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Sangam Vihar,F-2 Block,New Delhi,186 - Sangam Vihar (West),Sangam Vihar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4979449,77.3046654","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Boys) - Tajpur Pahari,New Delhi,203 - Badarpur,Badarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5333718,77.1994796","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Adhchini,New Delhi,161 - Malviya Nagar,Malviya Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5654429,77.2295358","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Andrewj Ganj,New Delhi,New Delhi,159 - Andrews Ganj,Kasturba Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6864653,77.2939628","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Bhagwanpur Khera,Delhi,245 - Durga Puri,Rohtas Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.662235,77.144695","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - G-Block Karam Pura,New Delhi,100 - Karam Pura,Moti Nagar",Govt. of Delhi,,Delhi
